Field,Data assumptions,Taxonworks content type,Taxonworks field name,Notes or processing instructions,Standard
field_media,Media,,,
field_phylogeny,Phylogeny,,,
field_spm_map,SPM Map,,,
field_taxonomic_name,Taxonomic Name,,,
